location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,verified,application_date,works_outside_US
"Wayne, MI",Michigan,0,9,'existing paid',furniture/equipment,1388,0,1<=X<4,4,'female div/dep/mar',none,2,'real estate',26,none,rent,1,skilled,?,none,yes,Good,?,12/13/1995,yes
"St. Louis, MO",Missouri,158.08,36,'existing paid',repairs,2384,59.98,<1,4,'male single',none,1,'no known property',33,none,rent,1,'unskilled resident',1,none,no,Good,?,12/14/1995,no
"Clark, NV",Nevada,0,12,'existing paid','new car',2133,0,>=7,4,'female div/dep/mar',none,4,'no known property',52,none,'for free',1,'high qualif/self emp/mgmt',1,yes,no,Bad,?,12/15/1995,no
"New York, NY",New York,-7660.79,18,'existing paid',furniture/equipment,2039,66.73,1<=X<4,1,'female div/dep/mar',none,4,?,20,bank,rent,1,skilled,1,none,yes,Bad,?,12/16/1995,yes
"Philadelphia, PA",Pennsylvania,-2109.83,9,'critical/other existing credit','new car',2799,52.78,1<=X<4,2,'male single',none,2,'real estate',36,none,rent,2,skilled,2,none,yes,good,?,12/17/1995,yes
"Harris, TX",Texas,-8493.58,12,'existing paid',furniture/equipment,1289,33.14,1<=X<4,4,'male single',?,1,'life insurance',21,none,own,1,'unskilled resident',1,none,no,Bad,?,12/18/1995,no
"Bexar, TX",Texas,-4419.02,?,'existing paid','domestic appliance',1217,0,1<=X<4,4,'male mar/wid',none,?,'real estate',47,none,own,1,'unskilled resident',1,yes,no,bad,?,12/19/1995,no
"Los Angeles, CA",California,-7550.63,12,'critical/other existing credit',furniture/equipment,2246,2.68,>=7,?,'male single',none,3,'life insurance',60,none,own,2,skilled,1,none,yes,good,?,12/20/1995,yes
"Cook, IL",Illinois,-7837.91,12,'critical/other existing credit',radio/tv,?,72.73,4<=X<7,4,'female div/dep/mar',none,3,'real estate',58,none,own,4,'unskilled resident',1,yes,no,bad,?,12/21/1995,no
"Wayne, MI",Michigan,23.86,?,'delayed previously','new car',1965,0,1<=X<4,4,?,none,4,car,?,none,?,2,skilled,1,yes,no,Good,?,12/22/1995,no
"St. Louis, MO",Missouri,0,21,'existing paid',business,?,0,>=7,4,'female div/dep/mar',none,4,'real estate',36,bank,own,1,'unskilled resident',1,?,no,Good,?,12/23/1995,no
"New York, NY",New York,51.5,24,'existing paid','new car',2718,64.05,1<=X<4,3,'female div/dep/mar',none,4,'life insurance',20,none,?,?,'unskilled resident',1,yes,yes,Bad,?,12/24/1995,yes
"Philadelphia, PA",Pennsylvania,-6474.5,24,'all paid',other,1358,0,>=7,?,'male single',none,3,car,40,stores,own,1,'high qualif/self emp/mgmt',1,yes,yes,Good,?,12/25/1995,yes
"Harris, TX",Texas,137.68,6,?,'new car',931,324.58,<1,1,'female div/dep/mar',none,1,'life insurance',32,stores,own,1,?,1,none,yes,Good,?,12/26/1995,yes
"Los Angeles, CA",California,-7808.18,24,'existing paid','new car',1442,25.48,?,4,'female div/dep/mar',none,?,car,23,none,rent,2,skilled,1,none,yes,Good,?,12/27/1995,yes
"Cook, IL",Illinois,100.19,24,'no credits/all paid',business,4241,13.53,1<=X<4,1,'male single',none,4,'real estate',36,none,own,3,'unskilled resident',1,yes,no,Good,?,12/28/1995,no
"Baltimore city, MD",Maryland,0,18,'critical/other existing credit','new car',?,0,4<=X<7,2,'male single',none,2,'life insurance',31,bank,own,2,?,1,none,no,bad,?,12/29/1995,no
"Wayne, MI",Michigan,0,24,'delayed previously',business,3863,0,1<=X<4,1,'male single',none,?,'no known property',32,none,'for free',1,?,1,?,no,bad,?,12/30/1995,no
"Jefferson City, MO",Missouri,141.17,7,'existing paid',?,2329,76.66,<1,1,'female div/dep/mar',guarantor,1,'real estate',45,none,?,1,skilled,1,none,yes,Good,?,12/31/1995,yes
"New York, NY",New York,48.14,9,'existing paid',?,918,84.97,?,4,'female div/dep/mar',none,?,'life insurance',?,none,own,1,skilled,?,none,no,Bad,?,01/01/1996,no
"Philadelphia, PA",Pennsylvania,10.4,24,'all paid',education,1837,53.92,4<=X<7,4,'female div/dep/mar',none,4,'no known property',34,bank,'for free',1,'unskilled resident',1,none,yes,Good,?,01/02/1996,yes
"Harris, TX",Texas,0,36,'existing paid',furniture/equipment,3349,0,1<=X<4,4,'female div/dep/mar',none,2,car,28,none,?,1,'high qualif/self emp/mgmt',1,yes,yes,Good,?,01/03/1996,yes
"Los Angeles, CA",California,1789.83,10,'existing paid',furniture/equipment,1275,58.68,<1,4,?,none,2,'life insurance',23,none,own,1,?,1,none,yes,good,?,01/04/1996,yes
"Cook, IL",Illinois,-4763.99,24,'all paid',furniture/equipment,?,776.87,1<=X<4,?,'male single',none,4,'real estate',22,stores,own,1,skilled,1,yes,yes,Good,?,01/05/1996,yes
"Wayne, MI",Michigan,0,24,'critical/other existing credit',business,4526,0,1<=X<4,3,'male single',?,2,'real estate',74,none,own,1,?,1,yes,Unknown,Good,?,01/06/1996,Unknown
"St. Louis, MO",Missouri,168.77,36,'existing paid',?,2671,0,?,4,'female div/dep/mar',?,4,'no known property',50,?,'for free',1,skilled,1,?,yes,Good,?,01/07/1996,yes
"New York, NY",New York,0,?,'existing paid',radio/tv,?,0,<1,4,'male single',none,1,'real estate',33,none,own,1,skilled,1,none,no,Bad,?,01/08/1996,no
"Philadelphia, PA",Pennsylvania,0,15,'existing paid','used car',1300,0,>=7,4,'male single',none,4,'no known property',45,bank,'for free',1,skilled,2,none,no,Good,?,01/09/1996,no
"Harris, TX",Texas,-6772.88,12,'existing paid','domestic appliance',741,280.59,unemployed,?,'female div/dep/mar',none,3,'life insurance',22,none,?,1,skilled,1,none,no,Good,?,01/10/1996,no
"Harris, TX",Texas,3206.06,?,'existing paid','new car',1240,191.82,?,1,'female div/dep/mar',none,4,'no known property',?,?,'for free',1,'unskilled resident',2,none,yes,Good,?,01/11/1996,yes
"Los Angeles, CA",California,-1041.19,21,'existing paid',radio/tv,3357,8629.45,<1,4,'female div/dep/mar',none,2,car,29,bank,?,1,skilled,1,none,yes,Good,?,01/12/1996,yes
"Cook, IL",Illinois,-2735.83,24,'all paid','used car',3632,58.25,1<=X<4,1,'female div/dep/mar',guarantor,4,car,22,bank,rent,1,?,1,none,no,Good,?,01/13/1996,no
"St. Joseph, IN",Indiana,0,18,'delayed previously',furniture/equipment,1808,0,4<=X<7,4,'female div/dep/mar',none,1,'real estate',?,none,own,1,skilled,1,none,yes,Bad,?,01/14/1996,yes
"Prince George's, MD",Maryland,141.49,48,'no credits/all paid',business,12204,0,1<=X<4,2,'male single',none,2,car,48,?,own,1,'high qualif/self emp/mgmt',?,?,no,Good,?,01/15/1996,no
"Wayne, MI",Michigan,162.45,60,'delayed previously',radio/tv,?,0,1<=X<4,2,?,none,2,'no known property',27,none,'for free',1,'high qualif/self emp/mgmt',1,none,Unknown,Bad,?,01/16/1996,Unknown
"Springfield, MO",Missouri,-3041.24,6,'critical/other existing credit','new car',3676,29.16,1<=X<4,1,?,none,3,'real estate',37,none,rent,3,skilled,2,none,no,Good,?,01/17/1996,no
"New York, NY",New York,132.49,30,'existing paid',furniture/equipment,3441,0,1<=X<4,?,'female div/dep/mar','co applicant',4,car,21,none,rent,1,skilled,?,none,no,Good,?,01/18/1996,no
"Philadelphia, PA",Pennsylvania,0,12,'existing paid','new car',640,0,1<=X<4,?,'male div/sep',none,2,'real estate',49,none,own,1,'unskilled resident',1,none,yes,Bad,?,01/19/1996,yes
"Harris, TX",Texas,19.98,21,'critical/other existing credit',business,3652,51.81,4<=X<7,2,'male single',none,3,'life insurance',27,?,own,2,skilled,1,none,yes,Good,?,01/20/1996,yes
"Los Angeles, CA",California,0,18,'critical/other existing credit','new car',1530,0,1<=X<4,3,'male single',none,2,'life insurance',32,bank,own,2,skilled,1,none,no,Good,?,01/21/1996,no
"Cook, IL",Illinois,0,48,'existing paid',business,3914,0,1<=X<4,4,'male div/sep',none,2,'real estate',38,bank,own,1,skilled,1,none,yes,bad,?,01/22/1996,yes
"Wayne, MI",Michigan,-5290.04,12,'existing paid',furniture/equipment,?,60.63,<1,4,'female div/dep/mar',none,1,car,22,none,?,1,skilled,?,none,no,Good,?,01/23/1996,no
"St. Louis city, MO",Missouri,-663.09,18,'existing paid',radio/tv,2600,20.07,1<=X<4,4,'male single',none,4,'no known property',65,none,'for free',2,skilled,1,none,no,Good,?,01/24/1996,no
"New York, NY",New York,0,15,'existing paid',radio/tv,1979,0,>=7,4,'male single',?,2,car,35,none,own,1,skilled,1,none,yes,Bad,?,01/25/1996,yes
"Philadelphia, PA",Pennsylvania,7470.59,6,?,furniture/equipment,?,28.02,1<=X<4,2,?,none,2,'real estate',41,none,?,1,skilled,1,?,yes,Bad,?,01/26/1996,yes
"Harris, TX",Texas,0,9,'all paid','new car',1437,0,4<=X<7,2,'male single',none,3,'no known property',29,none,own,1,?,1,none,yes,Bad,?,01/27/1996,yes
"Montgomery, AL",Alabama,0,42,'critical/other existing credit',furniture/equipment,4042,0,1<=X<4,4,'male single',none,4,'real estate',36,none,own,2,skilled,1,yes,no,Bad,?,01/28/1996,no
"Los Angeles, CA",California,0,9,'existing paid',education,3832,0,>=7,1,'male single',none,4,'real estate',64,none,own,1,'unskilled resident',1,?,no,Bad,?,01/29/1996,no
"Cook, IL",Illinois,-1681.76,?,'existing paid',radio/tv,3660,89.73,1<=X<4,2,'female div/dep/mar',none,4,car,28,none,own,1,skilled,?,none,yes,Bad,?,01/30/1996,yes
"Wayne, MI",Michigan,-5831.23,18,'all paid',furniture/equipment,?,77.99,1<=X<4,4,'male single',?,3,car,44,?,own,?,skilled,1,none,yes,Good,?,01/31/1996,yes
"Kingdom City, MO",Missouri,41.2,15,'existing paid',radio/tv,?,0,<1,4,'male single',none,?,'life insurance',23,none,own,1,skilled,1,none,Unknown,Bad,?,02/01/1996,Unknown
"New York, NY",New York,0,9,'existing paid',furniture/equipment,1980,0,<1,2,'female div/dep/mar','co applicant',2,car,19,none,rent,2,skilled,1,none,no,Good,?,02/02/1996,no
"Harris, TX",Texas,184.6,24,'existing paid','new car',1355,30.24,<1,3,'female div/dep/mar',none,?,car,25,none,own,1,'unskilled resident',1,yes,yes,bad,?,02/03/1996,yes
"Los Angeles, CA",California,0,12,'existing paid',education,1393,0,>=7,4,'male single',none,4,'life insurance',47,bank,?,3,skilled,2,yes,yes,Bad,?,02/04/1996,yes
"Palm Beach, FL",Florida,0,24,'existing paid',radio/tv,1376,0,4<=X<7,4,'female div/dep/mar',none,1,?,?,none,own,1,skilled,1,none,yes,bad,?,02/05/1996,yes
"Cook, IL",Illinois,0,60,'delayed previously',radio/tv,15653,0,4<=X<7,2,?,none,4,?,21,none,own,2,skilled,1,yes,no,bad,?,02/06/1996,no
"Wayne, MI",Michigan,0,12,'existing paid',radio/tv,1493,0,<1,?,'female div/dep/mar',none,3,car,?,none,own,1,skilled,2,none,yes,Bad,?,02/07/1996,yes
"New York, NY",New York,-583.41,42,'delayed previously',radio/tv,4370,96.22,4<=X<7,3,'male single',none,2,'life insurance',26,bank,own,2,skilled,2,yes,yes,Bad,?,02/08/1996,yes
"Harris, TX",Texas,-2290.21,18,'existing paid',education,750,65.14,unemployed,4,'female div/dep/mar',none,1,'real estate',27,none,own,1,'unemp/unskilled non res',1,?,yes,Good,?,02/09/1996,yes
"Los Angeles, CA",California,72.58,15,'existing paid',repairs,1308,76.14,>=7,4,?,none,4,car,38,none,own,2,'unskilled resident',-1234533,none,yes,Good,?,02/10/1996,yes
"Cook, IL",Illinois,0,15,'existing paid',education,4623,0,1<=X<4,3,'male single',none,2,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,Good,?,02/11/1996,yes
"Wayne, MI",Michigan,0,?,'critical/other existing credit',radio/tv,1851,0,4<=X<7,4,'male mar/wid',guarantor,2,car,33,none,own,2,skilled,1,yes,no,Good,?,02/12/1996,no
"New York, NY",New York,-4262.11,18,'critical/other existing credit',radio/tv,1880,86.87,?,4,'male mar/wid',none,?,'life insurance',32,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,02/13/1996,yes
"Harris, TX",Texas,0,36,'delayed previously',?,7980,0,<1,4,'male single',none,4,car,27,none,rent,2,skilled,1,yes,yes,Good,?,02/14/1996,yes
"Los Angeles, CA",California,-9608.79,30,?,?,4583,89.41,1<=X<4,2,'male div/sep',guarantor,?,'real estate',32,none,?,2,skilled,1,none,yes,Good,?,02/15/1996,yes
"Cook, IL",Illinois,0,12,'existing paid','new car',1386,0,1<=X<4,2,'female div/dep/mar',none,2,'life insurance',?,none,own,1,skilled,1,?,yes,Good,?,02/16/1996,yes
"Wayne, MI",Michigan,5218.31,24,'existing paid','new car',?,99.04,4<=X<7,4,'male single',none,3,'no known property',38,bank,'for free',?,?,2,none,no,Good,?,02/17/1996,no
"New York, NY",New York,-9112.68,12,'existing paid',education,684,98.28,1<=X<4,4,'male single',none,4,?,40,none,rent,1,'unskilled resident',2,none,no,Bad,?,02/18/1996,no
"New York, NY",New York,-2145.27,48,'existing paid',education,7476,31.97,4<=X<7,4,'male single',none,1,'no known property',50,none,'for free',1,?,1,yes,yes,Good,?,02/19/1996,yes
"Lucas, OH",Ohio,67.5,12,'existing paid',furniture/equipment,1922,94.12,1<=X<4,4,'male single',none,2,'life insurance',37,none,own,1,'unskilled resident',1,none,no,Bad,?,02/20/1996,no
"Harris, TX",Texas,-5275.22,24,'existing paid',?,2303,75.09,>=7,4,'male single','co applicant',1,'real estate',45,none,own,1,skilled,1,none,yes,good,?,02/21/1996,yes
"Los Angeles, CA",California,99.84,36,'delayed previously','new car',8086,125.55,>=7,?,'male single',none,4,car,42,none,own,4,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,02/22/1996,yes
"Cook, IL",Illinois,0,24,'critical/other existing credit','used car',2346,0,4<=X<7,4,'male single',?,3,car,35,none,?,2,?,1,yes,no,Good,?,02/23/1996,no
"Wayne, MI",Michigan,0,14,'existing paid',?,3973,0,unemployed,1,'male single',none,4,'no known property',?,none,'for free',1,skilled,1,none,yes,Good,?,02/24/1996,yes
"Wayne, MI",Michigan,79.58,12,'existing paid','new car',888,10.02,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',2,none,yes,Good,?,02/25/1996,yes
"New York, NY",New York,0,48,'existing paid',?,10222,0,4<=X<7,4,'male single',none,3,car,37,stores,own,1,skilled,1,yes,Unknown,Good,?,02/26/1996,Unknown
"New York, NY",New York,43.97,30,?,business,4221,80.29,?,2,'female div/dep/mar',?,1,car,28,none,own,2,skilled,?,none,yes,Bad,?,02/27/1996,yes
"Lucas, OH",Ohio,0,18,'critical/other existing credit',furniture/equipment,6361,0,>=7,2,'male single',none,1,'no known property',41,none,own,1,skilled,1,yes,no,Good,?,02/28/1996,no
"Harris, TX",Texas,5584.53,12,'existing paid',radio/tv,1297,15.37,1<=X<4,3,'male mar/wid',none,4,'real estate',23,none,rent,1,skilled,1,none,yes,Good,?,02/29/1996,yes
"Los Angeles, CA",California,-6047.48,12,'existing paid','new car',900,0,1<=X<4,4,'male mar/wid',none,2,car,23,none,own,1,skilled,1,?,no,Good,?,03/01/1996,no
"Cook, IL",Illinois,0,21,'existing paid',furniture/equipment,2241,0,>=7,4,'male single',none,2,?,?,none,own,2,skilled,1,none,no,Bad,?,03/02/1996,no
"Wayne, MI",Michigan,186.02,6,'delayed previously',furniture/equipment,1050,90.78,unemployed,4,'male single',none,1,'life insurance',35,stores,own,2,'high qualif/self emp/mgmt',1,yes,no,Bad,?,03/03/1996,no
"Harris, TX",Texas,2609.44,6,'critical/other existing credit',education,?,8.9,1<=X<4,2,'female div/dep/mar',none,?,'life insurance',50,none,own,1,'unskilled resident',1,none,yes,Good,?,03/04/1996,yes
"Cook, IL",Illinois,0,24,'critical/other existing credit',other,?,0,unemployed,4,'male single','co applicant',?,'no known property',?,bank,own,?,'high qualif/self emp/mgmt',1,yes,yes,Bad,?,03/05/1996,yes
"Wayne, MI",Michigan,152.49,30,'all paid',furniture/equipment,3496,8297.56,1<=X<4,4,'male single',none,2,?,34,stores,own,1,skilled,2,yes,no,Good,?,03/06/1996,no
"Harris, TX",Texas,0,48,'all paid',business,3609,0,1<=X<4,1,'female div/dep/mar',none,?,'real estate',?,stores,own,1,skilled,1,none,yes,Good,?,03/07/1996,yes
"Blount, AL",Alabama,-746.1,12,'critical/other existing credit','new car',4843,14.57,>=7,3,'male single','co applicant',4,'life insurance',43,none,rent,?,skilled,1,yes,Unknown,Bad,?,03/08/1996,Unknown
"Cook, IL",Illinois,5885.96,30,'critical/other existing credit',radio/tv,3017,3.8,>=7,?,'male single',?,4,'life insurance',47,none,own,1,skilled,1,none,no,bad,?,03/09/1996,no
"Wayne, MI",Michigan,0,24,'critical/other existing credit',business,4139,0,1<=X<4,3,'male single',none,3,'life insurance',27,none,own,?,'unskilled resident',1,yes,no,bad,?,03/10/1996,no
"Harris, TX",Texas,0,36,'existing paid',business,5742,0,4<=X<7,?,'male single',?,?,car,?,none,own,2,skilled,1,?,yes,Bad,?,03/11/1996,yes
"Cook, IL",Illinois,0,60,'existing paid','new car',10366,0,>=7,2,'male single',none,4,'life insurance',42,none,own,1,?,1,yes,no,Good,?,03/12/1996,no
"Harris, TX",Texas,0,6,'critical/other existing credit','new car',2080,0,1<=X<4,1,'male mar/wid',none,2,car,24,?,own,?,skilled,1,none,no,bad,?,03/13/1996,no
"Cook, IL",Illinois,0,21,'delayed previously',business,2580,0,<1,4,'male single',none,2,?,41,bank,own,1,'unskilled resident',?,?,no,Bad,?,03/14/1996,no
"Harris, TX",Texas,0,30,'critical/other existing credit',radio/tv,4530,0,?,4,'female div/dep/mar',none,4,car,26,none,?,1,'high qualif/self emp/mgmt',1,yes,Unknown,Bad,?,03/15/1996,Unknown
"Hale, AL",Alabama,0,24,'critical/other existing credit',furniture/equipment,5150,0,>=7,4,?,none,4,car,33,none,own,1,skilled,?,yes,yes,Good,?,03/16/1996,yes
"Lauderdale, AL",Alabama,31.31,72,'existing paid',radio/tv,5595,309.29,1<=X<4,2,'male mar/wid',none,2,car,24,none,own,1,skilled,1,none,Unknown,good,?,03/17/1996,Unknown
"Lee, AL",Alabama,-5102.86,24,'existing paid',radio/tv,2384,93.62,?,4,'male single',none,4,'real estate',64,bank,rent,?,'unskilled resident',1,none,Unknown,Good,?,03/18/1996,Unknown
"Madison, AL",Alabama,0,18,'existing paid',radio/tv,1453,0,<1,3,'female div/dep/mar',none,1,?,?,none,own,1,skilled,1,?,Unknown,Good,?,03/19/1996,Unknown
"Monroe, AL",Alabama,0,6,'existing paid',education,1538,0,<1,1,'female div/dep/mar',none,2,'no known property',56,none,own,1,?,1,none,yes,good,?,03/20/1996,yes
"Perry, AL",Alabama,0,12,'existing paid',radio/tv,2279,0,1<=X<4,4,'male single',?,4,'no known property',37,none,'for free',1,skilled,1,?,yes,Good,?,03/21/1996,yes
"Perry, AL",Alabama,0,15,'delayed previously',radio/tv,1478,0,?,?,'male mar/wid',none,3,'real estate',33,bank,own,2,skilled,1,none,no,Bad,?,03/22/1996,no
"Russell, AL",Alabama,0,24,'critical/other existing credit',radio/tv,5103,0,<1,?,'male mar/wid',?,3,?,47,none,'for free',3,skilled,1,yes,no,Bad,?,03/23/1996,no
"Russell, AL",Alabama,118.46,36,?,business,9857,159.43,4<=X<7,1,'male single',none,3,'life insurance',31,?,own,2,'unskilled resident',2,yes,no,Good,?,03/24/1996,no
"St. Clair, AL",Alabama,0,60,'existing paid','new car',6527,0,1<=X<4,4,'male single',?,4,'no known property',34,none,'for free',1,skilled,?,yes,yes,bad,?,03/25/1996,yes
"Sumter, AL",Alabama,4535.68,10,'critical/other existing credit',radio/tv,1347,0,4<=X<7,4,'male single',none,2,'life insurance',27,none,?,2,skilled,1,yes,yes,Bad,?,03/26/1996,yes
"Tallapoosa, AL",Alabama,165.23,36,'delayed previously','new car',2862,189.81,>=7,4,'male single',none,3,'no known property',30,none,'for free',1,skilled,?,none,yes,good,?,03/27/1996,yes
"Winston, AL",Alabama,0,9,'existing paid',radio/tv,2753,0,>=7,3,?,'co applicant',4,?,35,none,own,1,skilled,1,?,no,Good,?,03/28/1996,no
"Ashley, AR",Arkansas,-925.22,12,'existing paid','new car',3651,3414.88,1<=X<4,1,'male single',none,3,'life insurance',31,none,own,1,?,2,none,no,Good,?,03/29/1996,no
"Boone, AR",Arkansas,0,15,'critical/other existing credit',furniture/equipment,975,0,1<=X<4,2,'male div/sep',none,3,'life insurance',25,none,?,2,skilled,1,none,yes,Good,?,03/30/1996,yes
"Crawford, AR",Arkansas,99.58,15,'existing paid',repairs,2631,271.2,1<=X<4,?,'female div/dep/mar',none,2,'real estate',25,none,own,1,?,1,none,yes,Good,?,03/31/1996,yes
"Garland, AR",Arkansas,78.73,24,'existing paid',radio/tv,2896,184.01,<1,2,'male single',none,1,car,29,none,own,1,?,1,none,no,Good,?,04/01/1996,no
"Mississippi, AR",Arkansas,-1364.07,6,'critical/other existing credit','new car',4716,0,<1,1,'male single',?,3,'real estate',44,none,own,2,'unskilled resident',2,none,no,Good,?,04/02/1996,no
"Nevada, AR",Arkansas,0,24,'existing paid',radio/tv,2284,0,4<=X<7,4,'male single',none,2,car,28,none,own,1,skilled,1,yes,no,Good,?,04/03/1996,no
"Ouachita, AR",Arkansas,0,6,'existing paid','used car',?,0,1<=X<4,2,'male single',none,4,'life insurance',50,none,rent,1,skilled,1,none,yes,Good,?,04/04/1996,yes
"Phillips, AR",Arkansas,24.28,12,'existing paid',radio/tv,1103,0,4<=X<7,4,'male single',guarantor,3,'real estate',?,none,own,2,skilled,1,?,no,Bad,?,04/05/1996,no
"Phillips, AR",Arkansas,0,?,'critical/other existing credit','new car',926,0,?,?,'female div/dep/mar',none,2,'life insurance',38,?,?,1,'unemp/unskilled non res',1,?,no,Good,?,04/06/1996,no
"Pulaski, AR",Arkansas,0,18,'critical/other existing credit',radio/tv,?,0,?,4,?,none,2,car,24,none,own,2,?,?,none,yes,Good,?,04/07/1996,yes
"Saline, AR",Arkansas,2644.05,15,?,education,1905,94.84,?,4,'male single',none,?,car,40,none,rent,1,'high qualif/self emp/mgmt',1,?,Unknown,Good,?,04/08/1996,Unknown
"Woodruff, AR",Arkansas,0,12,'existing paid',furniture/equipment,1123,0,1<=X<4,?,'female div/dep/mar',none,4,car,29,none,rent,1,'unskilled resident',1,none,yes,good,?,04/09/1996,yes
"Coconino, AZ",Arizona,0,48,'critical/other existing credit','used car',6331,0,>=7,4,'male single',none,4,'no known property',46,none,'for free',2,skilled,1,yes,no,Good,?,04/10/1996,no
"Maricopa, AZ",Arizona,2392.34,24,'existing paid',radio/tv,1377,287.97,>=7,4,'female div/dep/mar',none,2,'no known property',47,none,'for free',1,skilled,1,yes,yes,Good,?,04/11/1996,yes
"Maricopa, AZ",Arizona,124.56,30,'delayed previously',business,2503,429.73,>=7,4,'male single',none,2,'life insurance',41,stores,own,2,skilled,?,none,no,bad,?,04/12/1996,no
"Maricopa, AZ",Arizona,175.12,27,'existing paid',business,2528,96.82,<1,4,'female div/dep/mar',none,1,'life insurance',32,?,own,1,skilled,2,yes,Unknown,Bad,?,04/13/1996,Unknown
"Maricopa, AZ",Arizona,0,15,'existing paid','new car',5324,0,>=7,1,'female div/dep/mar',none,4,?,?,none,'for free',1,skilled,1,none,yes,Good,?,04/14/1996,yes
"Maricopa, AZ",Arizona,43.03,48,'existing paid','new car',?,254.32,4<=X<7,?,'male single',none,2,'life insurance',24,none,own,1,skilled,1,none,yes,bad,?,04/15/1996,yes
"Maricopa, AZ",Arizona,187.67,?,'no credits/all paid',?,2969,9.09,<1,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,1,none,no,Good,?,04/16/1996,no
"Pima, AZ",Arizona,59.61,9,'existing paid',radio/tv,1206,22.92,>=7,4,'female div/dep/mar',none,4,'real estate',25,none,own,1,skilled,1,none,yes,bad,?,04/17/1996,yes
"Yavapai, AZ",Arizona,0,?,'existing paid',radio/tv,2118,0,1<=X<4,2,'male single',none,2,'real estate',37,?,?,1,'unskilled resident',2,none,no,Good,?,04/18/1996,no
"Yuma, AZ",Arizona,0,18,'critical/other existing credit',radio/tv,629,0,>=7,4,'male single',none,3,'life insurance',?,bank,own,2,'high qualif/self emp/mgmt',1,yes,no,good,?,04/19/1996,no
"Alameda, CA",California,0,6,'all paid',education,1198,0,>=7,4,'female div/dep/mar',none,4,'no known property',35,none,'for free',1,skilled,1,none,yes,bad,?,04/20/1996,yes
"Alameda, CA",California,0,21,'existing paid','used car',2476,0,>=7,4,'male single',none,4,'real estate',46,none,own,1,'high qualif/self emp/mgmt',1,yes,no,Bad,?,04/21/1996,no
"Alameda, CA",California,-7949.53,9,'critical/other existing credit',?,1138,65.06,?,4,'male single',none,4,'real estate',25,none,own,2,'unskilled resident',1,?,no,Good,?,04/22/1996,no
"Contra Costa, CA",California,189.81,60,'existing paid','new car',14027,1.59,4<=X<7,4,'male single',none,2,'no known property',27,none,own,1,'high qualif/self emp/mgmt',1,?,yes,Good,?,04/23/1996,yes
"Contra Costa, CA",California,0,30,'critical/other existing credit','used car',7596,0,>=7,1,'male single',none,4,car,63,none,own,?,skilled,1,none,no,Bad,?,04/24/1996,no
"Contra Costa, CA",California,0,30,'critical/other existing credit',radio/tv,3077,0,>=7,3,'male single',?,2,car,40,none,?,2,skilled,2,yes,no,Good,?,04/25/1996,no
"Contra Costa, CA",California,0,18,'existing paid',radio/tv,1505,0,1<=X<4,4,?,?,2,?,32,none,'for free',1,'high qualif/self emp/mgmt',1,yes,no,Good,?,04/26/1996,no
"Fresno, CA",California,8048.88,24,'critical/other existing credit',radio/tv,3148,0,1<=X<4,?,'male single',none,2,?,?,none,own,2,skilled,1,yes,no,Bad,?,04/27/1996,no
"Fresno, CA",California,163.16,20,'no credits/all paid','used car',6148,364.78,>=7,?,'male mar/wid',none,?,car,31,bank,own,2,skilled,1,?,yes,Bad,?,04/28/1996,yes
"Fresno, CA",California,7880.65,9,'no credits/all paid',radio/tv,1337,66.11,?,4,'male single',none,2,car,34,none,?,2,'high qualif/self emp/mgmt',1,yes,no,Bad,?,04/29/1996,no
"Humboldt, CA",California,0,6,'all paid',?,433,0,<1,?,'female div/dep/mar',none,2,'life insurance',24,bank,rent,1,skilled,2,none,no,Bad,?,04/30/1996,no
"Imperial, CA",California,-7075.13,12,?,'new car',1228,10.4,?,?,'female div/dep/mar',none,2,?,24,none,own,1,?,1,none,Unknown,Good,?,05/01/1996,Unknown
"Kern, CA",California,106.93,?,'existing paid',radio/tv,790,893.64,1<=X<4,4,'female div/dep/mar',none,3,'real estate',66,none,own,1,'unskilled resident',?,none,no,good,?,05/02/1996,no
"Los Angeles, CA",California,0,27,'existing paid','new car',2570,0,?,3,'female div/dep/mar',none,3,'real estate',21,none,?,1,skilled,1,?,no,bad,?,05/03/1996,no
"Los Angeles, CA",California,0,6,?,'new car',250,0,1<=X<4,?,'female div/dep/mar',none,2,'real estate',?,bank,own,2,'unskilled resident',?,none,Unknown,Good,?,05/04/1996,Unknown
"Los Angeles, CA",California,0,15,'critical/other existing credit',radio/tv,1316,0,1<=X<4,2,'male mar/wid',none,2,'life insurance',47,none,own,2,'unskilled resident',?,none,yes,Good,?,05/05/1996,yes
"Los Angeles, CA",California,-1726.33,18,'existing paid',radio/tv,1882,39.45,1<=X<4,4,'female div/dep/mar',none,?,car,25,bank,rent,?,skilled,1,none,yes,Bad,?,05/06/1996,yes
"San Francisco, CA",California,71.62,48,'all paid',business,6416,99.84,>=7,?,'female div/dep/mar',none,3,'no known property',?,none,rent,?,skilled,1,none,yes,Good,?,05/07/1996,yes
