@relation cleaned_credit-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_amt numeric
@attribute duration numeric
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credit history','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,Unknown,'used car','new car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount numeric
@attribute savings numeric
@attribute employment {>=7,1<=X<4,4<=X<7,Unknown,unemployed,<1}
@attribute installment_commitment numeric
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid',Unknown}
@attribute other_parties {none,Unknown,guarantor,'co applicant'}
@attribute residence_since numeric
@attribute property_magnitude {'real estate',Other,'life insurance','no known property',car}
@attribute age numeric
@attribute other_payment_plans {none,Other,bank,stores}
@attribute housing {own,Other,'for free',rent}
@attribute existing_credits numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt',Other,'unemp/unskilled non res'}
@attribute own_telephone {yes,none,no}
@attribute foreign_worker {no,yes,Unknown}
@attribute class {Bad,Good}

@data
-1694.38,12,'existing paid',radio/tv,2214,0,1<=X<4,4,'male single',none,3,'life insurance',24,none,own,1,'unskilled resident',none,yes,Good
0,21,'critical/other existing credit','new car',3234,0,Unknown,4,'male single',none,4,'no known property',30,none,'for free',1,'high qualif/self emp/mgmt',yes,yes,Bad
0,24,'critical/other existing credit',Unknown,2463,0,4<=X<7,4,'male mar/wid',none,3,'life insurance',27,none,Other,2,Other,yes,no,Bad
121.72,12,'no credit history',radio/tv,3234,15.47,Unknown,3,Unknown,Unknown,3,'real estate',40,bank,own,2,'unskilled resident',none,yes,Good
0,30,'no credit history',furniture/equipment,3108,0,<1,2,'male div/sep',none,4,'life insurance',31,none,Other,1,'unskilled resident',no,no,Bad
0,20,'existing paid','used car',2901,0,<1,1,'female div/dep/mar',Unknown,0,Other,31,none,rent,1,skilled,none,yes,Good
95.13,12,'critical/other existing credit',furniture/equipment,3617,92.79,>=7,0,'male single',Unknown,4,Other,28,none,rent,3,skilled,yes,Unknown,Good
0,12,'critical/other existing credit',Unknown,1655,0,>=7,2,'male single',none,4,'real estate',31,none,own,2,'unskilled resident',yes,no,Good
-5367.96,24,'existing paid','used car',2812,0,>=7,2,'female div/dep/mar',none,4,'real estate',26,none,rent,1,skilled,none,yes,Good
-1433.67,36,'no credit history',education,8065,52.31,1<=X<4,3,'female div/dep/mar',none,2,'no known property',25,none,own,2,'high qualif/self emp/mgmt',yes,yes,Bad
0,21,'critical/other existing credit','used car',3275,0,>=7,1,'male single',none,4,car,36,none,own,1,'high qualif/self emp/mgmt',yes,yes,Good
0,24,'critical/other existing credit',radio/tv,2223,0,>=7,4,'male single',none,4,'life insurance',31,Other,own,2,skilled,none,no,Good
4970.39,20,'critical/other existing credit','new car',1480,818.86,unemployed,2,'male single',Unknown,4,Other,31,Other,'for free',3,'unemp/unskilled non res',none,no,Bad
-7880.14,24,'existing paid','new car',3234,0,1<=X<4,4,'female div/dep/mar',none,0,'real estate',25,none,rent,1,skilled,none,yes,Good
0,36,'critical/other existing credit','new car',3535,0,4<=X<7,4,Unknown,none,4,car,37,none,own,2,skilled,yes,yes,Good
-5787.14,18,'existing paid',radio/tv,3509,5.6,4<=X<7,0,'female div/dep/mar',guarantor,1,'real estate',25,none,own,1,skilled,none,no,Bad
0,20,'critical/other existing credit','used car',5711,0,>=7,4,Unknown,none,0,car,38,none,own,2,Other,yes,yes,Good
0,18,'existing paid',repairs,3872,0,unemployed,2,'female div/dep/mar',none,4,car,67,none,own,1,skilled,yes,no,Bad
143.98,39,'critical/other existing credit',radio/tv,4933,27.57,4<=X<7,2,'male single',guarantor,2,'real estate',25,none,own,2,skilled,none,no,Bad
0,20,'critical/other existing credit','new car',1940,0,>=7,4,'male single',none,4,'real estate',60,none,own,1,skilled,yes,yes,Good
124.22,12,'no credits/all paid',retraining,1410,39.88,1<=X<4,2,'male single',none,2,'real estate',31,none,own,1,'unskilled resident',yes,Unknown,Good
18.9,12,'existing paid','new car',836,197.77,<1,4,'female div/dep/mar',none,2,'life insurance',23,bank,own,1,'unskilled resident',none,no,Bad
92.6,20,'existing paid','used car',6468,0,unemployed,1,'male div/sep',none,4,'real estate',60,none,own,1,'high qualif/self emp/mgmt',yes,no,Good
20.17,18,'existing paid',business,1941,9298.08,1<=X<4,4,'male single',none,2,'life insurance',35,none,own,1,'unskilled resident',yes,yes,Good
0,22,'existing paid',radio/tv,2675,0,>=7,3,Unknown,none,4,car,40,none,own,1,skilled,none,no,Bad
0,48,'no credit history','used car',3234,0,Unknown,4,'male single',none,3,car,38,none,own,2,skilled,yes,yes,Bad
22.41,48,'delayed previously',education,3234,88.44,>=7,4,'male single',none,4,'no known property',50,none,'for free',1,skilled,none,yes,Good
0,40,'critical/other existing credit',education,5998,0,1<=X<4,4,'male single',Unknown,3,'no known property',27,bank,own,1,Other,yes,yes,Bad
49.35,21,'existing paid',Unknown,1188,39.92,>=7,2,'female div/dep/mar',none,4,'life insurance',31,none,own,1,skilled,none,yes,Good
0,24,'existing paid','used car',6313,0,>=7,0,'male single',none,4,car,41,none,own,1,'high qualif/self emp/mgmt',yes,no,Bad
0,20,'critical/other existing credit',furniture/equipment,1221,0,1<=X<4,1,'male mar/wid',none,2,'life insurance',27,none,own,2,skilled,none,Unknown,Good
5071.29,20,'existing paid',furniture/equipment,2892,40.12,Unknown,3,'male div/sep',none,4,'no known property',51,none,'for free',1,skilled,none,no,Good
0,24,'existing paid',furniture/equipment,3062,0,>=7,4,'male single',none,3,'no known property',32,none,rent,1,skilled,yes,yes,Bad
0,9,'no credit history',furniture/equipment,2301,0,<1,2,Unknown,none,4,'life insurance',31,none,rent,1,skilled,none,no,Bad
-3171.02,18,'existing paid','used car',3234,0,>=7,1,'male single',none,4,'life insurance',51,Other,'for free',1,skilled,yes,Unknown,Bad
0,12,'critical/other existing credit',furniture/equipment,1258,0,<1,0,'female div/dep/mar',none,4,'life insurance',22,none,rent,2,'unskilled resident',no,no,Good
0,20,'delayed previously','new car',717,0,>=7,4,'male mar/wid',none,4,car,54,none,own,2,skilled,yes,yes,Good
67.27,9,'existing paid','new car',3234,0,<1,0,'male single',none,2,'real estate',35,none,own,0,'unemp/unskilled non res',none,yes,Good
0,24,'critical/other existing credit',education,3234,0,>=7,4,Unknown,none,4,'no known property',31,none,'for free',2,skilled,none,yes,Bad
193.43,18,'critical/other existing credit',radio/tv,1795,34.86,>=7,3,'female div/dep/mar',guarantor,4,'real estate',48,bank,rent,0,'unskilled resident',yes,no,Good
-8219.36,20,'critical/other existing credit',furniture/equipment,4272,94.81,>=7,1,Unknown,none,4,'life insurance',24,Other,own,2,skilled,no,no,Bad
0,12,'no credit history',Unknown,976,0,>=7,4,'male single',Unknown,4,car,35,none,own,2,skilled,none,no,Bad
44.41,12,'existing paid','new car',7472,0,unemployed,1,'female div/dep/mar',none,2,'real estate',31,none,rent,1,'unemp/unskilled non res',none,yes,Good
-7911.06,36,'no credit history','new car',9271,10.91,4<=X<7,2,'male single',Unknown,1,car,24,none,own,1,skilled,no,no,Good
3.64,6,'existing paid',radio/tv,590,69.14,<1,3,Unknown,none,3,'real estate',26,none,own,1,'unskilled resident',none,Unknown,Good
0,12,'critical/other existing credit',radio/tv,930,0,>=7,4,'male single',none,4,'real estate',65,Other,own,4,skilled,none,no,Bad
0,42,'all paid','used car',9283,0,unemployed,1,'male single',none,2,'no known property',55,bank,'for free',1,'high qualif/self emp/mgmt',yes,yes,Good
0,15,'no credits/all paid','new car',1778,0,<1,2,'female div/dep/mar',none,1,'real estate',26,none,rent,2,'unemp/unskilled non res',no,yes,Bad
69.88,8,'existing paid',business,907,6.83,<1,3,'male mar/wid',none,2,'real estate',26,none,own,1,skilled,no,no,Good
98.29,6,'existing paid',radio/tv,484,82.59,4<=X<7,3,'male mar/wid',guarantor,3,'real estate',28,bank,own,1,'unskilled resident',none,no,Bad
-4383.35,36,'critical/other existing credit','used car',9629,80,4<=X<7,4,'male single',none,4,car,24,none,own,2,Other,yes,no,Good
-6144.69,48,'existing paid','domestic appliance',3051,61.85,1<=X<4,3,'male single',none,0,car,54,none,own,1,skilled,none,no,Bad
-5706.25,48,'existing paid','new car',3931,99.46,4<=X<7,0,'male single',Unknown,0,'no known property',46,none,'for free',1,skilled,none,no,Good
28.13,36,'delayed previously','new car',7432,17.52,1<=X<4,0,'female div/dep/mar',none,2,'life insurance',54,Other,rent,1,skilled,none,yes,Bad
0,6,'existing paid','domestic appliance',1338,0,1<=X<4,1,'male div/sep',none,4,'real estate',62,none,own,1,skilled,none,no,Bad
0,6,'no credit history',Unknown,1554,0,Unknown,0,'female div/dep/mar',none,2,car,24,none,Other,2,skilled,yes,yes,Bad
0,36,'existing paid',other,15857,0,unemployed,2,'male div/sep','co applicant',3,car,43,none,own,0,'high qualif/self emp/mgmt',none,no,Good
-581.77,18,'existing paid',radio/tv,1345,54.46,1<=X<4,0,'male mar/wid',none,3,'real estate',26,bank,Other,1,Other,no,Unknown,Bad
0,12,'existing paid',Unknown,1101,0,Unknown,3,'male mar/wid',none,2,'real estate',27,none,own,0,skilled,yes,no,Good
0,12,'existing paid',radio/tv,3016,0,1<=X<4,3,'male mar/wid',none,1,car,24,none,own,1,skilled,none,Unknown,Good
-8804.85,36,'existing paid',furniture/equipment,2712,21.59,>=7,2,'male single',none,2,'life insurance',41,bank,own,1,skilled,no,yes,Good
-7039.13,8,'critical/other existing credit','new car',731,45.93,>=7,4,'male single',none,4,'real estate',31,none,own,2,Other,none,no,Bad
0,18,'critical/other existing credit',furniture/equipment,3780,0,<1,3,'male div/sep',none,2,car,35,none,own,2,'high qualif/self emp/mgmt',yes,no,Good
-6845.84,21,'critical/other existing credit','new car',1602,64.4,>=7,4,'male mar/wid',none,3,car,30,none,own,2,skilled,yes,no,Good
-4028.09,18,'critical/other existing credit','new car',3966,89.91,Unknown,1,'female div/dep/mar',none,4,'real estate',33,Other,rent,3,skilled,yes,no,Good
0,18,'no credit history',business,4165,0,1<=X<4,2,'male single',none,2,car,36,stores,Other,2,skilled,none,no,Good
-2327.2,36,'existing paid','used car',8335,0,>=7,3,'male single',none,4,'no known property',47,none,'for free',1,skilled,no,yes,Good
45.9,48,'delayed previously',business,6681,0,1<=X<4,4,'male single',none,4,'no known property',38,none,'for free',1,skilled,yes,yes,Bad
0,24,'no credit history',business,2375,0,1<=X<4,4,'male single',none,2,car,31,Other,own,2,skilled,yes,Unknown,Bad
-9116.85,18,'existing paid','new car',1216,0,<1,4,'female div/dep/mar',none,3,car,23,none,rent,1,skilled,no,yes,Good
-6919.96,45,'no credits/all paid',business,11816,80.7,>=7,2,'male single',Unknown,4,car,29,Other,rent,2,skilled,none,yes,Good
94.26,24,'existing paid',radio/tv,3234,0,>=7,2,'female div/dep/mar',none,0,car,42,none,own,1,skilled,no,yes,Good
5440.88,15,'existing paid',radio/tv,2327,94.96,<1,2,'female div/dep/mar',none,3,'real estate',25,none,own,1,'unskilled resident',none,no,Good
-6123.97,12,'no credits/all paid','new car',1082,0,1<=X<4,4,'male single',none,4,Other,48,bank,own,2,Other,none,yes,Good
0,12,'existing paid',Unknown,886,0,1<=X<4,4,'female div/dep/mar',Unknown,2,car,21,Other,own,0,skilled,none,yes,Good
0,4,'existing paid',furniture/equipment,601,0,<1,1,'female div/dep/mar',Unknown,3,'real estate',23,Other,rent,1,'unskilled resident',none,no,Bad
-8713.84,20,'critical/other existing credit','used car',3234,71.17,>=7,4,'male single',none,4,'life insurance',63,none,own,2,skilled,yes,no,Bad
0,24,'critical/other existing credit',radio/tv,2611,0,>=7,4,'male mar/wid','co applicant',0,'real estate',46,none,own,2,skilled,none,no,Good
-2075.66,36,'existing paid',furniture/equipment,5179,28.73,4<=X<7,4,'male single',none,2,'life insurance',29,none,own,1,skilled,none,no,Good
0,21,'delayed previously','used car',2993,0,1<=X<4,3,'male single',none,2,'real estate',28,stores,own,2,'unskilled resident',none,yes,Good
0,18,'existing paid',repairs,1943,0,Unknown,4,'female div/dep/mar',none,4,'real estate',23,none,Other,1,skilled,none,yes,Good
0,24,'all paid',business,1559,0,4<=X<7,4,'male single',none,4,car,50,bank,Other,1,skilled,yes,no,Good
0,18,'existing paid',furniture/equipment,3422,0,>=7,4,'male single',none,4,'life insurance',47,bank,own,0,skilled,no,Unknown,Good
164.54,21,'no credit history',furniture/equipment,3976,0,4<=X<7,2,Unknown,none,3,Other,35,none,own,1,skilled,yes,no,Good
0,18,'existing paid','new car',6761,0,1<=X<4,2,'male single',none,4,car,68,none,rent,2,skilled,no,yes,Good
0,20,'no credit history','new car',1249,0,<1,0,'male mar/wid',none,2,'real estate',28,none,own,1,skilled,none,yes,Bad
-5400.65,9,'existing paid',radio/tv,1364,27.79,4<=X<7,0,'male single',none,4,'real estate',59,none,own,1,skilled,no,no,Good
-9276.51,12,'existing paid',Unknown,709,16.33,>=7,4,'male single',none,4,'real estate',57,stores,own,1,'unskilled resident',none,Unknown,Good
-2942.19,20,'critical/other existing credit','new car',2235,1.49,1<=X<4,4,'male mar/wid',guarantor,2,'life insurance',31,bank,rent,2,skilled,none,no,Good
0,24,'critical/other existing credit','used car',4042,0,4<=X<7,3,'male single',none,4,'life insurance',43,none,own,2,skilled,yes,no,Good
0,15,'critical/other existing credit',radio/tv,1471,0,1<=X<4,4,'male single',none,4,'no known property',35,none,'for free',2,skilled,yes,yes,Bad
-4157.57,18,'all paid',Unknown,1442,94.88,4<=X<7,4,'male single',none,4,Other,32,none,'for free',2,'unskilled resident',none,no,Good
0,36,'delayed previously','new car',10875,0,>=7,2,'male single',none,2,car,45,Other,own,2,skilled,yes,no,Bad
0,24,'existing paid','new car',1474,0,<1,4,'male mar/wid',none,0,'real estate',33,none,own,1,skilled,yes,no,Good
0,20,'existing paid',retraining,894,0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',40,none,own,1,skilled,yes,yes,Bad
0,20,'critical/other existing credit',furniture/equipment,3343,0,1<=X<4,4,Unknown,none,2,'no known property',31,Other,'for free',1,skilled,yes,yes,Good
-4513.12,15,'existing paid','new car',3959,18.68,1<=X<4,3,'female div/dep/mar',none,2,Other,29,none,own,1,skilled,yes,no,Bad
0,9,'existing paid','new car',3577,0,1<=X<4,1,'male single',guarantor,2,'real estate',26,none,rent,1,skilled,none,no,Bad
0,24,'critical/other existing credit',Unknown,5804,0,1<=X<4,4,'male single',none,2,'real estate',31,none,own,2,skilled,none,Unknown,Bad
0,18,'delayed previously',business,2169,0,1<=X<4,4,'male mar/wid',none,2,car,31,none,own,1,skilled,no,no,Good
-2638.38,24,'existing paid',radio/tv,2439,0,<1,0,'female div/dep/mar',none,0,'real estate',35,none,own,1,Other,yes,Unknown,Good
0,27,'critical/other existing credit',furniture/equipment,4526,0,<1,4,'male single',none,2,'real estate',32,stores,own,2,'unskilled resident',yes,no,Bad
0,10,'existing paid',furniture/equipment,2210,0,Unknown,2,'male single',Unknown,2,'real estate',25,Other,Other,1,'unskilled resident',none,no,Good
0,15,'no credit history',furniture/equipment,2221,0,1<=X<4,2,'female div/dep/mar',none,4,car,20,none,rent,1,skilled,none,no,Bad
-8906.05,18,'existing paid',radio/tv,2389,88.27,<1,4,Unknown,none,1,car,27,stores,own,1,skilled,no,yes,Bad
0,12,'critical/other existing credit',furniture/equipment,3331,0,>=7,2,'male single',none,4,'life insurance',42,stores,own,1,skilled,none,Unknown,Bad
0,36,'existing paid',business,7409,0,>=7,3,'male single',none,2,Other,37,none,own,2,skilled,none,yes,Good
-542.44,12,'existing paid',furniture/equipment,652,94.47,>=7,4,'female div/dep/mar',none,4,'life insurance',24,none,Other,1,skilled,none,yes,Bad
0,36,'delayed previously',furniture/equipment,3234,0,4<=X<7,2,'female div/dep/mar',none,4,car,40,none,Other,2,skilled,yes,no,Bad
6044.46,6,'critical/other existing credit','new car',1343,18.82,>=7,1,'male single',none,4,'real estate',46,none,own,2,skilled,none,no,Bad
-34.79,24,'critical/other existing credit',business,3234,146.38,4<=X<7,0,'male single',none,0,'real estate',26,none,own,2,skilled,yes,yes,Good
0,15,'existing paid','domestic appliance',874,0,<1,4,'female div/dep/mar',none,1,'real estate',24,none,own,1,skilled,none,no,Good
-7372.45,12,'existing paid',furniture/equipment,3234,0,1<=X<4,2,'male single','co applicant',2,'life insurance',29,none,own,1,'unskilled resident',none,yes,Bad
51.27,11,'critical/other existing credit','new car',1322,7453.33,1<=X<4,4,'female div/dep/mar',none,0,car,40,none,Other,2,skilled,none,no,Good
-974,18,'all paid',radio/tv,1940,65.2,<1,3,'male single','co applicant',4,'no known property',36,bank,'for free',1,'high qualif/self emp/mgmt',yes,no,Bad
0,36,'existing paid',radio/tv,3595,0,>=7,4,'male single',none,2,car,28,none,own,1,skilled,none,no,Good
-8311.39,9,'existing paid','new car',1422,84.41,<1,3,'male single',none,2,'no known property',27,none,'for free',0,Other,yes,yes,Good
0,30,'critical/other existing credit',radio/tv,3234,0,4<=X<7,2,'male single',none,3,'life insurance',36,none,own,2,skilled,none,no,Good
0,24,'existing paid','used car',7814,0,4<=X<7,3,'male single',none,3,car,38,none,own,1,Other,yes,Unknown,Good
0,24,'existing paid','used car',9277,0,1<=X<4,2,'male div/sep',none,4,'no known property',48,none,'for free',1,skilled,yes,yes,Good
0,30,'critical/other existing credit','new car',2181,0,>=7,4,'male single',none,4,'real estate',36,none,own,2,skilled,no,no,Bad
0,18,'critical/other existing credit',radio/tv,1098,0,unemployed,4,'female div/dep/mar',none,4,car,65,none,own,0,'unemp/unskilled non res',no,yes,Good
39.31,24,'existing paid',Unknown,4057,16.75,4<=X<7,3,'male div/sep',none,3,car,31,none,own,0,skilled,yes,no,Bad
-5589.96,12,'existing paid',Unknown,795,12.55,<1,4,'female div/dep/mar',none,4,'life insurance',53,none,own,1,skilled,none,yes,Bad
140.73,24,'critical/other existing credit',Unknown,2825,0,Unknown,4,'male single',none,3,Other,34,none,own,2,skilled,yes,yes,Bad
0,20,'existing paid',Unknown,15672,0,1<=X<4,2,'male single',Unknown,2,car,23,none,own,1,skilled,yes,yes,Bad
0,36,'critical/other existing credit','new car',6614,0,>=7,4,'male single',none,4,car,34,none,own,2,'high qualif/self emp/mgmt',yes,Unknown,Good
0,28,'all paid',Unknown,7824,0,<1,3,'male single',guarantor,4,'real estate',40,bank,rent,2,skilled,yes,yes,Good
-7869.21,27,'critical/other existing credit',business,2442,78.37,>=7,4,'male single',none,4,car,43,stores,own,0,'high qualif/self emp/mgmt',yes,yes,Good
0,15,'critical/other existing credit',radio/tv,1829,0,>=7,4,'male single',none,0,car,31,none,Other,2,skilled,yes,no,Bad
-9686.49,12,'critical/other existing credit','new car',2171,80.14,1<=X<4,4,'male single',none,4,'life insurance',38,bank,own,2,'unskilled resident',none,yes,Bad
71.39,36,'critical/other existing credit','used car',5800,44.36,1<=X<4,3,'male single',none,4,car,34,none,own,2,skilled,yes,yes,Bad
0,18,'critical/other existing credit',radio/tv,1169,0,1<=X<4,4,Unknown,none,3,'life insurance',29,none,own,2,skilled,yes,yes,Bad
0,36,'no credit history','used car',8947,0,Unknown,3,'male single',none,0,car,31,stores,own,0,'high qualif/self emp/mgmt',yes,no,Good
-3213.79,21,'no credit history',radio/tv,2606,25.37,<1,4,'female div/dep/mar',Unknown,4,Other,28,none,rent,1,'high qualif/self emp/mgmt',yes,no,Bad
0,12,'critical/other existing credit',Unknown,3234,0,Unknown,3,'female div/dep/mar',none,2,'life insurance',35,none,Other,1,skilled,none,yes,Good
0,15,'existing paid',Unknown,2186,0,4<=X<7,1,Unknown,none,4,'real estate',31,bank,rent,1,'unskilled resident',none,yes,Bad
-5178.11,18,'existing paid',furniture/equipment,4153,65.95,1<=X<4,2,Unknown,'co applicant',3,car,42,none,Other,1,skilled,none,no,Good
-9384.89,20,'critical/other existing credit','new car',2625,25,>=7,2,'male single',guarantor,4,'life insurance',43,bank,rent,1,Other,yes,no,Good
0,20,'critical/other existing credit','new car',3485,0,<1,2,'male div/sep',none,4,'real estate',44,none,own,2,skilled,yes,no,Bad
0,20,'critical/other existing credit','used car',3234,0,>=7,2,'male single',none,4,Other,42,Other,Other,2,skilled,none,yes,Good
0,15,'existing paid',radio/tv,1386,0,1<=X<4,4,'male mar/wid',Unknown,2,'real estate',40,none,rent,0,skilled,yes,no,Good
0,24,'existing paid',radio/tv,3234,0,>=7,4,'male single',none,1,'real estate',36,none,own,1,'high qualif/self emp/mgmt',yes,yes,Bad
-4424.42,20,'no credit history',radio/tv,1107,65.46,1<=X<4,2,'male single',none,2,'real estate',20,none,rent,1,'high qualif/self emp/mgmt',no,no,Good
-8003.56,21,'existing paid','new car',3763,0,4<=X<7,2,'male single','co applicant',2,'real estate',24,none,own,1,'unskilled resident',none,no,Good
124.56,36,'existing paid',education,3711,0,1<=X<4,2,'male mar/wid',none,2,car,27,none,own,1,skilled,none,yes,Good
0,15,'delayed previously','used car',3594,0,<1,1,'female div/dep/mar',none,2,'life insurance',31,none,own,2,'unskilled resident',none,no,Good
152.88,9,'existing paid','new car',3195,0,1<=X<4,1,'female div/dep/mar',none,2,'real estate',33,none,own,1,'unskilled resident',none,no,Bad
0,36,'delayed previously',radio/tv,4454,0,1<=X<4,4,'female div/dep/mar',none,4,'real estate',34,none,own,2,skilled,none,no,Bad
53.13,20,'critical/other existing credit',furniture/equipment,4736,73.55,<1,2,Unknown,none,4,car,25,bank,Other,1,'unskilled resident',none,yes,Good
136.67,30,'no credit history',radio/tv,2991,0,>=7,0,'female div/dep/mar',none,4,car,25,none,own,1,skilled,none,yes,Bad
0,11,'existing paid',business,2142,0,>=7,1,'male div/sep',none,2,'real estate',28,none,Other,1,Other,yes,yes,Good
0,24,'all paid',business,3161,0,1<=X<4,4,'male single',none,2,Other,31,none,rent,1,skilled,yes,yes,Bad
0,48,'no credits/all paid',other,18424,0,1<=X<4,1,'female div/dep/mar',none,2,'life insurance',32,bank,own,1,'high qualif/self emp/mgmt',yes,yes,Good
0,20,'existing paid','used car',2848,0,1<=X<4,1,'male single','co applicant',2,'real estate',32,none,own,1,skilled,none,no,Bad
-2248.12,6,'existing paid','new car',14896,47.22,>=7,1,'male single',none,4,'no known property',68,bank,own,1,'high qualif/self emp/mgmt',no,no,Good
-9881.63,24,'existing paid',furniture/equipment,2359,465.33,unemployed,0,'male div/sep',none,1,'life insurance',33,none,own,1,skilled,none,Unknown,Good
-5723.26,24,'existing paid',furniture/equipment,3345,58.66,>=7,4,Unknown,none,2,'life insurance',39,none,rent,1,'high qualif/self emp/mgmt',yes,yes,Good
0,20,'critical/other existing credit',furniture/equipment,1817,0,1<=X<4,4,'female div/dep/mar',none,2,'no known property',28,none,own,2,Other,none,no,Bad
0,20,'delayed previously',radio/tv,12749,0,4<=X<7,4,'male single',none,1,car,37,none,own,1,Other,yes,no,Bad
-5558.63,9,'existing paid',radio/tv,1366,8.58,<1,3,'female div/dep/mar',none,4,'life insurance',22,none,rent,1,skilled,none,yes,Good
50.65,12,'existing paid','new car',2002,78.56,4<=X<7,3,Unknown,none,4,'life insurance',30,none,rent,1,skilled,yes,no,Bad
-860.04,24,'all paid',furniture/equipment,6872,0,<1,2,'male div/sep',none,1,'life insurance',31,bank,own,1,skilled,yes,no,Bad
-493.93,12,'all paid',Unknown,697,41.84,<1,4,'male single',Unknown,2,car,46,bank,own,2,skilled,yes,yes,Bad
-139.76,18,'critical/other existing credit',furniture/equipment,1049,44.33,<1,4,Unknown,none,4,'life insurance',21,none,rent,1,skilled,none,Unknown,Good
-6957.68,20,'existing paid','used car',10297,96.63,4<=X<7,4,'male single',none,4,'no known property',39,stores,'for free',0,skilled,yes,yes,Bad
0,20,'existing paid',radio/tv,1867,0,>=7,0,'male single',none,4,car,58,none,own,0,skilled,yes,yes,Good
-6014.9,12,'delayed previously','new car',3234,77.78,1<=X<4,4,'male single',none,2,'real estate',43,none,own,2,Other,none,no,Good
-6433.26,24,'existing paid',furniture/equipment,3234,49.11,<1,4,'male single','co applicant',1,'life insurance',24,Other,Other,1,'unskilled resident',none,no,Bad
76.55,9,'existing paid',radio/tv,1670,11.79,<1,4,'female div/dep/mar',none,2,car,22,none,own,1,skilled,no,Unknown,Bad
0,9,'critical/other existing credit','new car',1224,0,1<=X<4,3,'male single',none,1,'real estate',30,none,own,2,skilled,none,Unknown,Good
0,12,'critical/other existing credit',Unknown,3234,0,>=7,4,'male single',none,4,'life insurance',42,none,own,0,skilled,yes,no,Good
-7689.68,20,'existing paid',Unknown,1498,54.57,1<=X<4,4,'female div/dep/mar',Unknown,1,car,23,bank,own,1,skilled,none,yes,Good
152.56,30,'delayed previously',radio/tv,1919,239.05,<1,0,'male single',none,3,'no known property',30,Other,Other,2,'high qualif/self emp/mgmt',none,Unknown,Bad
6883.16,9,'existing paid',radio/tv,745,54.04,1<=X<4,3,'female div/dep/mar',none,2,Other,28,none,Other,1,'unskilled resident',none,yes,Good
63.46,6,'existing paid',radio/tv,2063,82.56,<1,4,Unknown,none,3,car,30,none,rent,1,'high qualif/self emp/mgmt',yes,yes,Good
150.94,60,'existing paid',Unknown,6288,77.15,1<=X<4,4,'male single',none,4,Other,42,none,'for free',1,skilled,none,yes,Bad
0,24,'critical/other existing credit','used car',6842,0,1<=X<4,0,'male single',none,4,'life insurance',31,none,Other,2,Other,yes,yes,Bad
0,12,'existing paid','new car',3527,0,<1,2,'male single',none,3,'life insurance',31,none,own,1,'high qualif/self emp/mgmt',yes,yes,Bad
0,10,'existing paid','new car',1546,0,1<=X<4,0,Unknown,none,2,'real estate',31,none,own,1,'unskilled resident',none,yes,Good
0,24,'no credit history',furniture/equipment,929,0,4<=X<7,4,'male single',none,2,car,31,stores,own,1,skilled,no,no,Good
0,4,'critical/other existing credit','new car',1455,0,4<=X<7,2,'male single',none,0,'real estate',42,none,own,3,'unskilled resident',no,no,Good
-6930.31,15,'existing paid',furniture/equipment,3234,22.67,<1,4,'female div/dep/mar',Unknown,1,'life insurance',46,none,rent,0,skilled,none,yes,Good
68.8,48,'no credits/all paid','new car',8358,586.68,<1,1,'female div/dep/mar',none,1,Other,30,none,own,2,skilled,none,yes,Good
-1377.54,24,'all paid',furniture/equipment,3349,672.43,<1,4,'male single',Unknown,4,'no known property',30,none,'for free',1,skilled,yes,no,Good
0,12,'existing paid',Unknown,2859,0,unemployed,4,'male single',none,4,'no known property',31,none,own,1,'high qualif/self emp/mgmt',yes,Unknown,Good
0,18,'existing paid',furniture/equipment,1533,0,<1,4,'male mar/wid','co applicant',1,'life insurance',31,none,own,1,'unskilled resident',none,no,Good
0,24,'existing paid',radio/tv,3621,0,Unknown,2,'male single',Unknown,4,car,31,none,own,2,skilled,none,Unknown,Good
111.5,18,'critical/other existing credit',business,3590,14.04,unemployed,3,'male mar/wid',none,3,car,40,none,own,3,'unemp/unskilled non res',yes,yes,Bad
-4965.47,36,'delayed previously',business,2145,47.97,4<=X<7,2,'male single',none,1,car,24,none,own,2,Other,yes,no,Good
0,24,'no credit history',Unknown,4113,0,Unknown,0,'female div/dep/mar',none,4,Other,28,none,rent,1,skilled,none,yes,Bad
0,36,'existing paid',furniture/equipment,10974,0,unemployed,0,'female div/dep/mar',none,2,car,26,none,own,2,'high qualif/self emp/mgmt',yes,no,Good
-8272.23,12,'existing paid','new car',1893,95.08,1<=X<4,4,'female div/dep/mar',guarantor,4,'life insurance',29,none,own,0,skilled,yes,yes,Good
-6700.86,24,'critical/other existing credit',radio/tv,1231,2176.54,>=7,4,'female div/dep/mar',none,4,'life insurance',57,none,rent,2,'high qualif/self emp/mgmt',yes,Unknown,Good
